ID,Text,Comment
Building.DirtExcavator.FlavorDescription,Això no és un trepant!,It's literally not a drill. It's a different kind of mining equipment. ;)
Building.DistrictCenter.Description,"Estableix un districte amb la seva pròpia població, béns i una xarxa de camins aïllada. Dona feina a constructors.",
Building.DistrictCenter.DisplayName,Centre de districte,
Building.DistrictCenter.FlavorDescription.Folktails,"""Confort, menjar i fusta resistent."" —lema dels Cuesfusta",The motto must be the same as in Faction.Folktails.Description
Building.DistrictCenter.FlavorDescription.IronTeeth,"""Treballa dur, treballa dur."" —lema dels Dents de Ferro",The motto must be the same as in Faction.IronTeeth.Description
Building.DistrictCrossing.Description,Equilibra béns entre dos districtes connectats. Cada costat té treballadors que distribueixen béns entre el pas de districte i la resta del districte.,Districts should be the same as in Building.DistrictCenter.DisplayName
Building.DistrictCrossing.DisplayName,Pas de districte,District should be the same as in Building.DistrictCenter.DisplayName
Building.DistrictCrossing.FlavorDescription,Per què va travessar un castor un districte?,"Referencing ""Why did a chicken cross a road"" jokes"
Building.DoubleDynamite.DisplayName,Dinamita doble,Dynamite that makes 2 blocks deep hole
Building.DoubleFloodgate.DisplayName,Comporta doble,
Building.DoubleFloodgate.FlavorDescription,Com pots millorar la perfecció? Fent-la més alta.,
Building.DoubleLodge.Description,Un allotjament més gran que hi pot encabir més castors.,
Building.DoubleLodge.DisplayName,Allotjament doble,This lodge fits twice as many beavers
Building.DoubleLodge.FlavorDescription,"Com més serem, més riurem.",This lodge fits twice as many beavers as a standard one
Building.DoublePlatform.DisplayName,Plataforma doble,Double meaning twice as tall.
Building.DoublePlatform.FlavorDescription,"El doble d'alçada, la mateixa solidesa de sempre.",
Building.DoubleShower.DisplayName,Dutxa doble,A version of Building.Shower.DisplayName that can be used by two beavers at the same time
Building.DoubleShower.FlavorDescription,"""M'agradava més el company de dutxa d'ahir."" —Pina",
Building.Dynamite.Armed,Armada!,Dynamite is set to detonate
Building.Dynamite.BeaverDeathMessage,{0} ha mort en una explosió.,{0} stands for beaver name
Building.Dynamite.CantDetonate,"No es pot detonar, és massa avall",Message shows if dynamite is built on the lowest level of the map
Building.Dynamite.Description,Destrueix el terreny de sota i activa la dinamita adjacent.,Triggers can be changed to detonates
Building.Dynamite.Detonate,Detona,A button.
Building.Dynamite.DisplayName,Dinamita,There's a good called Explosives so they need to have different names
Building.Dynamite.ExplosionDepth,Fondària explosió: {0},"Explains how deep the dynamite explosion is, {0} stands for the depth value."
Building.Dynamite.FlavorDescription,Van caldre mesures extremes per adaptar-se al món postapocalíptic.,
Building.EarthRecultivator.Folktails.Description,"Distribueix llavors d'arbre per tota la Terra. Quan es llança, fa més feliços els castors de la zona.",
Building.EarthRecultivator.Folktails.DisplayName,Recultivador de la Terra,Earth meaning planet Earth and Recultivator meaning regenerating the planet.
Building.EarthRecultivator.Folktails.FlavorDescription,Amb cada llavor creix l'esperança.,
Building.EarthRepopulator.IronTeeth.Description,"Llança pioners cap a terres llunyanes. Quan es llança, fa més feliços els castors de la zona.",
Building.EarthRepopulator.IronTeeth.DisplayName,Repoblador de la Terra,Earth meaning planet Earth and Repopulator meaning starting new colonies or restoring the population.
Building.EarthRepopulator.IronTeeth.FlavorDescription,"Després d'unes proves ara classificades amb una catapulta, es va adoptar aquest disseny.","This building looks like a plane runway, so this jokingly references a more primitive idea."
Building.EfficientFarmhouse.Description,Dona feina a pagesos per plantar i collir conreus. El disseny ampliat dels Cuesfusta hi encabeix més pagesos.,Farmhouse should be the same as in Building.Farmhouse.DisplayName
Building.EfficientFarmhouse.DisplayName,Granja Eficient,Farmhouse should be the same as in Building.Farmhouse.DisplayName
Building.EfficientFarmhouse.FlavorDescription,"L'eficiència depèn de la política de ""no menjar a la feina"".",
Building.EfficientMine.Description,Ocupa miners que extreuen ferralla de les Ruïnes subterrànies. El disseny innovador maximitza la velocitat d'extracció.,"Underground Ruins is a building, same as Building.Underground Ruins.DisplayName"
Building.EfficientMine.DisplayName,Mina eficient,An extracting facility which can be placed on underground ruins.
Building.EfficientMine.FlavorDescription,Els Dents de Ferro van agafar avantatge en ser els primers a explorar el subsòl.,"Reference to the ""upper hand"" phrase. The mine is built on top of underground human ruins."
Building.ExercisePlaza.Description,Una zona destinada a rutines de grup estructurades per reforçar el tronc i la flexibilitat.,
Building.ExercisePlaza.DisplayName,Plaça d'exercici,
Building.ExercisePlaza.FlavorDescription,"Els Dents de Ferro volen ser com les seves creacions: sempre més durs, millors, més ràpids, més forts.","Reference to the Daft Punk song ""Harder, Better, Faster, Stronger""."
Building.ExplosivesFactory.Description,Fabrica explosius a partir d'aigua tòxica.,Explosives and badwater being goods names. Badwater should be the same as Good.Badwater.DisplayName.
Building.ExplosivesFactory.DisplayName,Fàbrica d'explosius,Explosives is name of a good.Explosives should be the same as Good.Explosives.PluralDisplayName
Building.FarmerMonument.DisplayName,Monument al granger,A large statue of a farmer carrying a bundle of wheat.
Building.FarmerMonument.FlavorDescription,"Domesticant l'erm, alimentant la gent.",
Building.Farmhouse.Description,Dona feina a pagesos que planten i cullen conreus.,
Building.Farmhouse.DisplayName,Granja,
Building.Farmhouse.FlavorDescription,L'agricultura és un dels pilars de la societat castora actual.,
Building.Fermenter.Description,Fermenta plantes per produir aliments nutritius.,Ferments should be the same as in Building.Fermenter.DisplayName
Building.Fermenter.DisplayName,Fermentador,A building that ferments plants to make food.
Building.Fermenter.FlavorDescription,"Després d'alguns incidents, la llista de productes admesos per fermentació és limitada.",Referrencing fermentation used to produce alcoholic beverages.
Building.FillValve.Description,Una sortida unidireccional que regula el nivell d'aigua aigües avall.,
Building.FillValve.DisplayName,Vàlvula d'ompliment,A building which works like a valve which opens and closes to maintain the level of water in a reservoir/tank that it fills (refills).
Building.FillValve.TargetHeight,Alçada objectiu: {0},Label for a slider which sets the desired water depth.
Building.FillValve.TargetHeightUnlimited,Il·limitat,Label for a slider which sets the desired water depth when set to Unlimited.
Building.FillValve.Synchronize,Sincronitza amb les vàlvules d'ompliment adjacents,Label for a toggle which makes this fill valve synchronize its configuration with adjacent fill valves.
Building.FireworkLauncher.Description,Llança focs artificials de celebració.,Fireworks should be consistent with Good.Fireworks.DisplayName
Building.FireworkLauncher.DisplayName,Llançador de focs artificials,Name of a building which launches fireworks into the sky.
Building.FireworkLauncher.FlightDistance,Distància de vol: {0},Label for firework flight distance value. {0} stands for a number.
Building.FireworkLauncher.Heading,Direcció: {0},Label for firework heading value.
Building.FireworkLauncher.IsContinuous,Llançament continu,Label for a toggle which makes the firework launcher launch fireworks continuously while activated.
Building.FireworkLauncher.Pitch,Inclinació: {0},Label for firework pitch value.
Building.FlameOfUnity.DisplayName,Flama de la unitat,A large beacon held by four beaver statues.
Building.FlameOfUnity.FlavorDescription,"""Res uneix amb tanta eficàcia com les quotes de producció."" —Ol' Kazko","Ol' Kazko is a legendary forefather of modern beavers, famous inventor, pioneer of rapid industrialization."
Building.Floodgate.Description,Bloqueja l'aigua fins a una alçada ajustable.,
Building.Floodgate.DisplayName,Comporta,
Building.Floodgate.FlavorDescription,Ningú pensava que es pogués millorar una resclosa fins que Ol' Kazko va crear la Primera Comporta.,
Building.Floodgate.Height,Alçada: {0},How high is the floodgates gate.
Building.Floodgate.Synchronize,Sincronitza amb les comportes adjacents,
Building.FlowSensor.Description,Mesura el flux d'aigua sota el seu braç.,
Building.FlowSensor.DisplayName,Sensor de flux,Name of a building which measures water speed.
Building.FluidDump.Description,Descarrega aigua o aigua tòxica.,Badwater should be the same as Good.Badwater.DisplayName.
Building.FluidDump.DisplayName,Descàrrega de fluids,
Building.FluidDump.ToggleLabel,Fluid,Label of the toggle button in fluid dump panel that changes the type of fluid that is being dumped (water or badwater)
Building.FoodFactory.Description,Processa ingredients per produir racions d'aliment.,"Rations should be the same as in Good.AlgaeRation.DisplayName, Good.CornRation.DisplayName and Good.EggplantRation.DisplayName"
Building.FoodFactory.DisplayName,Fàbrica d'aliments,A factory building that literally produces food.
Building.FoodFactory.FlavorDescription,"Abans d'això, fer un mos ràpid a la feina sovint acabava en danys estructurals.",A hungry beaver may take a bite of a [wooden] construction it's working on.
Building.Forester.Description,Planta arbres i arbustos.,
Building.Forester.DisplayName,Forestador,A building with a worker that plants trees and bushes
Building.Forester.FlavorDescription,"Valents i brillants, els forestals són el nucli de la societat castora.","Forresters are a family of central characters in ""Bold and Beautiful"", an extremely long-running American soap opera. Feel free to adapt this flavor, do not translate that literally."
Building.FountainOfJoy.DisplayName,Font de l'alegria,A large water fountain with statues on top.
